nodes-10000,edges-9999,weights
1985,7998,48
7998,9386,6
9386,389,18
389,3677,8
3677,2690,24
2690,4910,13
4910,3250,14
3250,6494,17
6494,6501,18
6501,4407,9
2690,1431,22
6501,2699,27
2699,3408,36
3408,7612,4
3408,2285,24
3408,3213,26
4407,5455,36
5455,3953,30
3953,4095,7
3953,8607,33
3250,8218,41
1431,504,44
3408,6192,47
6192,5827,9
6192,210,24
4095,9517,47
9517,6329,14
6329,546,3
6329,4421,41
4421,6376,16
8218,5203,48
5203,3221,35
688,8002,48
8002,8999,40
3918,8117,48
8117,6810,10
7739,8606,48
8606,8817,47
6457,8665,48
5907,8761,48
8761,8644,29
8478,9124,48
639,9573,48
9573,408,4
9573,2464,29
9573,3096,30
3096,42,24
2464,1141,31
1141,5033,21
408,8521,40
8521,9142,40
9142,1425,15
1425,5823,12
1425,3796,27
9142,9254,36
9254,2472,28
2472,8613,11
2472,9206,30
9206,8234,22
9206,402,23
5823,8298,40
8298,1525,4
2464,9494,41
9494,4828,5
4828,8566,23
8566,268,21
8566,955,26
955,3122,10
3122,8574,28
8574,4680,8
4680,7068,37
7068,4868,4
7068,4984,27
8234,372,42
4828,4638,44
9206,4277,45
4277,3297,16
3297,4369,40
4369,7083,34
7083,4713,36
4713,8659,37
8298,4461,45
4461,9878,4
9878,1655,3
4461,9371,17
1655,3070,35
3070,5667,11
7068,6114,45
3005,9683,48
9683,9708,31
2139,9745,48
4587,26,49
6842,96,49
8148,287,49
287,1875,13
1875,2266,39
2266,5932,8
5932,8995,27
8995,8263,9
8995,1775,13
1775,7490,24
7490,9556,18
9556,4114,4
9556,7523,6
7523,3074,22
3074,8556,15
4114,8137,26
8137,1348,6
7490,3062,31
3062,406,10
406,2188,29
2188,1666,5
5932,9282,33
9282,3660,30
3074,7132,36
8556,2402,42
1666,4514,47
4514,5593,30
5593,5878,35
5878,1369,1
1369,8736,38
8736,8296,37
8296,6357,40
8995,6568,48
6568,1360,28
1360,123,36
123,3211,18
3211,7179,9
7179,9403,7
9403,419,17
419,8804,2
8804,1838,5
1838,5043,25
5043,7812,3
5043,6837,22
1838,310,29
6837,4857,37
6568,7408,37
310,1245,40
1245,427,39
427,2953,28
2953,18,13
18,9994,1
9994,3678,4
18,7845,20
3678,5228,27
7845,9584,28
7845,7264,29
7264,923,23
9584,7816,30
427,38,32
7845,5377,35
18,5796,37
5796,3397,21
3397,282,18
123,2380,40
2380,7879,10
2380,2462,29
2462,4181,9
7879,6130,32
6130,5253,31
5253,951,29
951,1566,26
6130,5746,39
5746,4940,20
5228,9310,41
9310,8672,33
9994,1374,43
1374,4100,8
4100,569,2
1374,4995,15
4995,95,5
1374,3365,17
4995,4478,26
3365,8275,35
8275,9154,18
7264,2535,43
2535,4725,21
951,4382,45
4382,6392,9
6392,7251,16
7251,1556,23
4382,5809,35
1556,9345,36
6392,7740,39
7740,8373,35
8373,6966,3
6966,4129,8
8373,6066,12
4129,6188,27
6188,5967,28
5967,9340,5
9340,9902,2
5967,9235,10
6966,3328,36
9902,5923,36
6392,6184,40
6184,9909,1
6184,4055,33
5253,683,46
683,610,4
610,9333,41
610,9218,43
9218,2599,38
2599,1217,47
1217,9773,4
9773,7692,1
1217,4676,26
4676,9145,23
9145,7003,17
9145,3301,19
3301,7580,19
7580,9780,21
4676,2086,26
9780,4946,27
4946,2521,30
2521,4156,17
9773,6425,37
9780,733,43
733,1853,8
1853,3014,5
1853,528,9
733,1571,38
3014,1480,39
7692,3973,43
3973,3624,32
3624,5573,40
5796,3064,47
3064,6026,11
6026,9204,27
1245,6075,47
7003,2957,48
2957,9175,28
9175,939,39
939,5047,32
5047,302,29
302,3107,22
5228,5757,48
5757,4239,1
4239,1804,16
5757,8695,25
4940,7698,48
7698,127,19
1853,8003,48
8003,6301,34
1641,317,49
3355,717,49
717,9978,45
2049,780,49
780,2280,19
2280,2012,10
2012,1277,44
1277,954,26
954,2399,35
2399,4468,5
5687,865,49
876,1082,49
2535,1257,49
1257,9397,10
9397,8132,28
1257,1059,47
1059,9152,6
7366,1560,49
1560,5944,30
7879,1702,49
3982,1764,49
1764,2150,13
1764,2312,15
2312,2323,3
2323,6343,17
6343,7085,45
7085,7507,31
9662,1788,49
1788,9539,24
6520,2207,49
6479,2429,49
2429,7676,7
7676,5897,2
7676,2720,19
5897,5983,23
5983,4531,6
2429,8449,28
8449,2695,22
4531,583,33
7676,4365,37
5983,4089,40
4089,4932,39
7240,2643,49
2643,5240,18
7418,2684,49
2684,6293,9
2684,1450,14
1450,2404,1
1450,1803,17
2684,8037,32
8037,9870,21
9870,8020,14
1803,949,40
949,3451,45
3451,7671,17
3451,1531,23
1531,1590,19
949,7120,45
7120,592,49
592,3360,42
3360,8283,20
8283,6128,42
6128,9027,29
9027,6548,11
6548,353,42
353,2128,7
8956,2754,49
2754,3610,7
4581,2838,49
6492,3060,49
7222,3245,49
513,3254,49
3254,4392,18
4392,2715,3
2715,5193,41
5193,8931,23
5193,114,26
114,240,39
240,1500,42
207,3450,49
3450,361,12
3450,8510,22
3450,4375,28
1681,3555,49
3555,4810,15
3555,7207,42
7207,7113,25
7113,9128,5
9128,3168,5
3168,1191,10
3168,5470,10
5470,5120,20
5120,3629,4
1191,8010,38
8010,8572,22
8572,2677,40
2677,9259,30
7113,1444,43
1444,5484,39
5484,747,30
747,193,34
193,2387,1
2387,4673,14
4673,27,31
27,1532,29
1532,5426,17
5426,9492,15
4673,5709,46
7376,3609,49
4551,3683,49
3683,5124,47
1159,3739,49
6068,3869,49
3869,9193,8
9193,3996,11
3869,377,24
377,5300,30
5300,8902,17
8902,7999,10
8902,771,17
5300,7622,35
9193,5524,45
5524,3566,44
3869,6010,48
6010,3762,9
2100,4402,49
5763,4485,49
2196,4492,49
4492,8257,18
4492,9244,37
9244,3738,6
9244,4977,28
4977,1390,29
3738,9985,45
8179,4696,49
4696,5198,17
3425,4697,49
4697,7137,9
7137,7404,11
7404,279,16
7137,4419,26
279,106,37
5755,5067,49
5067,9634,21
5067,2760,36
2760,6574,18
6574,2358,5
2358,7239,3
6574,3743,38
8080,5148,49
4364,5299,49
5299,7287,37
7287,8700,26
1932,5594,49
5594,4105,35
4105,4953,35
7176,5744,49
9815,5765,49
5765,1128,33
1128,1780,41
1780,5497,10
1780,202,48
202,1784,34
1784,5206,25
202,8444,47
7395,5929,49
5929,4990,4
4990,3431,16
5929,6949,26
9297,6020,49
903,6076,49
6076,6409,19
6409,4655,15
4655,9410,2
6409,3704,28
6076,3494,44
3494,4934,44
4934,6235,23
6235,1978,31
1978,7886,7
1978,6809,38
1978,9934,40
9934,1872,3
9934,6012,19
7511,6166,49
6166,5042,11
5042,2036,26
2036,2968,16
2968,2185,16
2968,9103,26
2185,4631,39
2090,6205,49
6205,3993,14
6205,4775,24
5412,6287,49
6287,6379,22
6287,5187,45
5187,4621,20
5187,5995,20
4621,4545,22
4545,2212,14
2212,4666,3
2212,3079,31
2212,7962,31
4545,7403,34
7403,8113,14
8113,344,11
4666,4958,36
8109,6416,49
6416,374,13
374,5776,6
5776,1247,9
1247,1975,10
4489,6521,49
7654,6957,49
8610,7344,49
7344,1885,40
1885,6262,32
6187,7393,49
1622,7449,49
7449,6900,2
6171,7743,49
7743,259,1
7743,3778,35
9364,7869,49
7869,6530,14
7869,6990,48
6990,9453,7
9453,8957,4
9453,758,25
758,3692,5
8957,4632,28
8957,449,42
449,878,24
878,2944,2
2944,1607,12
878,2038,30
6990,8422,42
8422,4298,30
4298,685,17
4632,7188,46
7446,8035,49
8035,2132,13
2132,4265,4
2132,3666,19
3666,1254,27
9253,8067,49
8263,8267,49
8267,8988,47
8988,3688,27
3688,6230,2
6230,5652,30
5652,9661,39
9661,6246,2
2937,8397,49
8397,8119,19
8119,6156,10
6156,4380,7
4380,6563,1
6563,383,18
8119,1795,19
4380,8751,27
6156,2168,31
8397,3389,34
6156,2801,38
383,7895,38
8751,866,42
866,696,23
696,3286,30
866,845,37
383,9094,43
8397,9167,43
9167,4082,33
4082,8006,2
4082,567,13
8006,4829,30
4829,8324,8
4829,6168,21
8324,7923,26
7923,5698,25
5698,5445,25
7923,8972,31
8972,9441,28
8006,2523,33
2523,1055,22
2523,7258,26
7258,256,2
5445,8368,38
8368,1440,9
7258,4698,40
6563,8451,46
8451,652,42
6168,2184,48
2184,927,15
696,3663,49
1251,8419,49
4219,8517,49
3541,8552,49
8552,4497,1
8552,1278,11
1278,36,20
8552,5790,24
4497,9325,32
8552,580,33
36,3012,33
3012,247,12
247,3831,14
3831,7954,6
247,4515,28
580,5738,40
5738,1709,21
247,980,42
980,7451,5
7451,5062,1
580,3140,42
9325,2816,45
8552,4236,46
4236,8099,3
3140,8720,48
8720,6352,44
6352,6678,20
2168,8755,49
8755,7788,29
7788,2916,22
7788,8578,35
8578,4711,13
8578,968,33
7788,4553,38
4553,8357,28
4553,1949,35
1949,644,26
9680,9043,49
9043,9629,36
9694,9516,49
9516,2753,8
7553,9642,49
9642,171,24
3488,9760,49
9760,4482,25
8517,9927,49
1055,425,50
425,7722,19
425,8365,23
4261,481,50
481,8249,6
8249,3776,38
4074,512,50
6871,573,50
6567,665,50
665,3427,4
3427,275,9
665,6159,21
665,1065,32
275,3034,41
3034,4140,38
4140,1747,6
4140,944,21
944,7365,6
6173,776,50
776,3707,14
3993,886,50
886,335,18
886,8758,25
8758,6101,14
8758,5587,19
5587,6733,14
5587,5479,28
5479,6463,15
6101,2628,31
2628,9215,24
9215,6757,23
6757,5004,7
5004,5679,25
6463,7108,36
7108,4197,6
6101,5641,40
5641,9930,29
5004,1673,42
1673,590,5
590,1309,8
1673,2914,34
2914,8982,35
8982,8965,11
8982,2041,16
2041,8060,35
1309,1091,40
8060,3368,43
3368,8401,11
3368,342,27
8401,1221,31
1221,3151,20
5479,3438,44
3438,7552,12
7552,2615,38
6733,6703,44
2914,2519,49
9215,4833,49
6520,933,50
6000,937,50
6301,1011,50
4759,1017,50
1017,3504,28
1142,1029,50
1029,9187,3
3517,1133,50
1133,3416,49
7129,1135,50
1135,9739,40
9739,448,12
448,2536,49
2536,4499,15
4499,1225,34
1225,8095,8
754,1626,50
1626,3603,10
4206,1937,50
1937,7647,33
7647,2360,35
2360,5822,27
2360,9688,33
1937,2008,43
5822,9915,49
9915,1819,8
9915,8860,22
8860,2417,45
6075,2045,50
3686,2163,50
908,2369,50
4782,2454,50
460,2543,50
2543,8997,43
8997,509,50
509,7537,18
7537,4376,23
3907,2936,50
2936,6253,13
7895,3388,50
2966,3406,50
3406,7470,26
7100,3925,50
3925,1915,18
3508,4242,50
4242,8201,25
8201,6039,22
6425,4281,50
4281,7361,4
7361,9932,20
4281,1154,43
6233,4347,50
7490,4487,50
3141,4640,50
3306,4872,50
4872,4432,17
7447,5005,50
9769,5083,50
5083,4141,8
4141,5931,32
5931,4571,8
5931,8070,16
4571,7229,17
4571,8342,18
8342,9839,6
9839,7713,10
7713,7593,17
8070,1836,26
1836,2881,26
5931,2686,29
7229,3015,32
3015,6111,4
5931,72,38
6111,9194,47
3626,5265,50
9949,5490,50
9627,5633,50
4857,5813,50
5813,1588,7
1588,998,40
1588,6232,46
8286,5962,50
5962,4030,4
4030,9440,5
9440,6532,16
9440,7049,21
7049,1432,3
1432,2450,1
4030,4749,35
4749,9904,13
9904,3257,12
3257,7268,16
9904,6443,17
9904,7970,21
4749,578,42
4749,5434,42
5434,3359,10
5434,8603,34
6532,4516,46
3257,5789,48
5789,8551,28
3903,6059,50
7268,6079,50
6324,6094,50
8035,6162,50
6162,6071,2
6162,2191,4
6071,7362,8
7362,548,7
548,5268,5
7362,636,17
5268,6956,19
636,3906,23
2191,7252,29
7362,3377,39
548,9512,39
548,7691,48
7691,557,16
557,7648,18
7648,8138,22
8138,4456,23
4456,9300,23
6400,6243,50
6243,9427,4
9427,4001,4
4001,1749,4
6243,3262,7
9427,4218,8
9427,4925,11
4925,9476,10
6243,985,15
985,3452,2
4925,2642,16
2642,289,6
2642,4659,20
3262,4699,21
985,1924,23
1924,1826,13
9427,4971,24
4971,6103,11
2642,5275,24
5275,8432,10
289,4644,28
6103,211,35
211,4213,33
4699,1594,46
4659,8262,48
1634,6373,50
1729,6408,50
6408,5230,46
5230,7263,35
7263,9758,34
9758,7119,27
6856,6418,50
6418,6336,35
9531,6547,50
4485,6657,50
6657,3992,31
3992,4867,16
6657,483,48
483,3399,50
3399,4270,9
4270,2142,35
2142,6090,24
6090,4980,28
2142,2527,32
2527,3020,24
4270,1023,40
1023,6619,11
1023,1139,45
895,6768,50
6768,5646,30
5646,1101,19
1101,4300,29
4300,8482,1
4300,89,32
1101,7064,44
7064,6260,32
6260,30,25
30,611,10
611,7313,41
9863,7150,50
3416,7245,50
7245,8229,8
8229,1910,36
9336,7302,50
7302,6800,38
6800,8240,5
9103,7536,50
7536,3709,26
3709,2604,45
2604,3353,18
3353,6263,44
9262,7555,50
7555,2509,4
2509,1211,12
2509,8520,15
8520,8000,17
8000,1121,20
8000,2080,44
7555,5052,44
5052,5503,37
7555,550,48
4004,7615,50
4365,7881,50
7640,8049,50
3406,8062,50
8062,7380,16
7380,7292,36
7380,3102,44
3102,2757,36
8833,8128,50
8128,9544,7
9544,29,2
29,2554,48
1139,8217,50
5977,8284,50
8284,4445,21
8284,5184,25
5184,41,4
41,2688,16
5184,705,44
4445,5876,50
5876,3432,9
3432,1724,17
1724,1468,14
1724,3489,26
3489,796,50
796,6724,8
4674,8312,50
8702,8708,50
6543,9116,50
9116,5487,23
4783,9309,50
9309,284,31
9309,4594,37
284,7248,49
7248,9562,1
5911,9478,50
2509,9640,50
9640,986,20
986,2707,4
2707,5596,30
5596,3740,7
5596,3977,33
9640,822,46
822,3292,45
3292,6767,17
3292,3527,50
3527,8256,24
8256,1802,31
1802,7842,21
3527,3632,35
3632,1043,4
1043,3924,28
3527,5683,35
5683,8176,33
8176,5629,8
5629,1144,11
1144,562,37
7842,3647,39
3647,5938,16
2871,9767,50
9767,6763,31
196,141,51
141,6557,10
6557,2183,11
2183,2737,26
2737,6453,47
6453,9594,22
9594,2101,20
9594,9807,48
9807,7400,1
8983,182,51
182,2784,48
2784,7547,47
7547,9939,9
9939,6937,34
6937,7032,28
7032,702,48
702,3713,10
702,6380,10
3713,6311,16
6311,9960,9
702,2480,21
6380,181,24
6380,7454,25
3713,3970,35
3970,7435,38
7435,7360,12
7360,7817,20
7454,6740,44
6740,8614,32
8614,6976,1
6976,3910,2
3910,7509,32
7509,9946,25
9946,2338,11
2338,5325,31
9946,8409,32
6740,5762,33
5762,4447,22
4447,7756,3
4447,6158,12
6158,5935,13
5762,2076,30
2076,3821,6
2076,7127,15
5762,8645,31
8614,835,36
835,5066,31
5066,5231,3
5231,1569,28
5066,255,33
835,607,33
607,4805,31
4805,6119,28
6119,3928,19
3928,8439,15
6119,3582,21
3582,2361,27
2361,7611,6
8439,2938,28
2361,2825,29
3928,3334,31
7611,1045,35
1045,9035,25
9035,7013,34
835,679,39
7756,8734,41
8734,9430,6
8734,8605,36
3821,2681,43
7611,1249,45
1249,2241,21
2241,9639,27
9639,4788,30
4788,8884,5
4788,3155,12
8884,4102,27
4102,3224,26
3224,4348,21
4348,7697,21
4348,1518,26
1518,6860,11
1518,9704,11
9704,2359,1
9704,6456,14
2359,3295,15
3295,6030,9
6030,7673,11
6456,4255,20
4255,39,16
3155,9284,33
39,9047,38
4102,9838,39
6030,445,41
9639,2621,43
6860,7854,44
9639,5261,47
5261,6459,22
5325,3809,48
3809,7254,38
7254,2039,37
3224,4848,48
3928,6294,48
6294,3157,4
181,3042,50
7273,278,51
278,6785,48
6785,8511,3
8511,1002,2
3621,363,51
1404,496,51
9450,515,51
515,3515,30
9610,874,51
5358,1370,51
1370,6410,23
6410,8190,17
8190,8251,37
8251,2460,7
6410,9493,44
9493,1894,40
2022,1478,51
1478,5044,19
5044,9755,44
9755,76,8
76,5202,8
9755,7097,24
7097,2159,49
3308,1563,51
1563,7835,48
9694,1618,51
1618,7204,45
1618,6074,48
508,1663,51
6198,1732,51
1732,58,20
58,7989,5
58,4335,28
4335,9051,27
7989,1210,32
7989,5717,33
5717,6890,32
6890,7020,26
7020,5402,7
58,8425,33
7020,5872,47
1210,4543,48
4543,1253,48
1253,5989,46
8425,8427,50
8427,5780,16
8427,7177,18
5780,2513,41
5235,2299,51
2299,9162,13
7796,2557,51
2557,5617,2
1335,2640,51
2640,8623,18
8623,3964,30
7740,2951,51
2951,2785,1
262,3093,51
3225,3124,51
3124,4606,6
3124,2993,9
4606,8107,10
2993,3409,18
2993,9223,33
9223,4252,5
2993,9485,50
1975,3951,51
3951,4403,17
3951,6798,23
9094,4039,51
4039,7155,3
7155,2878,4
2878,2866,1
5503,4057,51
4382,4171,51
4530,4260,51
4485,4351,51
4351,4259,50
4259,2863,40
7944,4442,51
4442,8404,7
8404,7216,9
7216,4185,18
4185,3323,4
1971,4526,51
4526,6080,24
4526,385,25
385,4455,30
6080,4904,39
879,4623,51
2104,4672,51
8419,4733,51
7412,4757,51
2786,4881,51
6763,4955,51
1803,5039,51
5039,148,40
148,3758,5
3758,5297,29
5297,2236,24
6109,5227,51
5227,3535,21
3535,423,32
423,5920,25
8619,5284,51
5284,7574,26
7574,7960,19
7960,3313,14
3313,2410,29
2410,4560,1
2410,7824,18
7824,6421,42
2410,5530,43
5530,8926,19
8926,3753,39
2410,4994,51
4994,6063,21
6063,7653,11
7653,6029,4
7653,5295,18
6063,1753,46
3285,5430,51
5430,3317,10
4676,5785,51
5714,5928,51
6206,5986,51
5986,8964,7
8964,4314,1
5986,7008,42
7008,1828,14
1828,358,9
7008,7109,29
358,3111,42
5885,6005,51
2875,6197,51
6197,6911,5
6197,7497,8
6911,1281,17
7497,4494,19
7497,6553,43
8028,6203,51
4000,6403,51
6403,7198,18
7198,9995,42
9995,9872,7
9995,1392,13
9995,1656,26
123,6444,51
6444,7314,15
3821,6736,51
6736,3900,22
6736,7680,33
6736,2378,44
2378,2696,32
2696,8885,8
8568,7022,51
7022,3272,38
3272,3136,21
3136,4648,34
6448,7077,51
2945,7398,51
7398,1652,3
7398,709,34
709,3192,32
3192,760,18
760,5539,34
1652,8316,36
4844,7498,51
3615,7528,51
2163,7595,51
3940,7633,51
7633,7616,28
5675,7887,51
1514,7943,51
7943,7402,28
7402,9741,11
9741,7847,27
7943,5536,32
8403,8061,51
8061,5862,16
8061,4712,37
5685,8089,51
4320,8149,51
8149,6588,3
6588,9129,16
8149,4824,18
4824,1379,1
9129,5612,21
9129,269,22
9129,1549,29
1549,3700,44
3700,5179,48
5179,2929,40
2711,8235,51
21,8590,51
8590,5955,42
5955,2190,16
556,8682,51
8682,6867,11
6867,4237,19
8682,1182,49
1182,1479,26
1479,1422,35
1422,48,39
48,238,15
238,7929,42
36,8744,51
8744,2844,11
7492,8840,51
2257,8952,51
8952,468,4
8952,1721,23
1721,4433,27
4433,8233,29
8233,3718,1
3718,9923,24
3718,3130,33
468,4319,38
9923,4484,51
4484,2520,25
6317,9034,51
8848,9077,51
9077,7710,8
9077,441,14
9077,4722,26
4722,5121,3
5121,5172,17
7710,9090,31
9090,4338,29
4338,1003,7
1003,7298,3
7298,1535,23
1535,8691,40
1003,8802,41
4722,1969,50
1969,5978,49
4783,9132,51
4384,9355,51
9355,1821,6
1821,2855,45
2855,3946,23
3946,3434,20
3434,4340,12
4340,1860,32
1860,6587,11
1860,9061,43
9061,5305,40
9061,3216,41
3216,2607,5
3216,1137,19
7711,9613,51
9613,1555,40
1555,73,2
5131,9716,51
9716,477,41
477,5420,2
9716,4050,49
4050,1770,11
1770,6395,4
4050,6007,11
6007,3525,13
3525,8694,15
6395,1443,22
1443,3838,42
3838,1653,4
1653,4647,11
4647,6828,14
4647,1909,15
6828,2622,18
1909,5093,24
5093,5108,32
2622,5901,33
4647,7074,33
4647,169,42
7074,3234,45
3234,4625,22
5108,630,46
5108,195,51
195,261,13
261,9518,8
9518,5287,26
5287,2394,35
9518,9234,36
3755,9961,51
9961,7242,39
7242,6223,1
2367,9992,51
9992,6488,4
6577,70,52
70,2674,24
344,538,52
5747,880,52
880,5031,51
5031,1034,23
1034,2768,3
2768,5794,1
2768,3238,18
3238,4836,33
4447,1057,52
2537,1107,52
1107,382,42
382,8877,28
8877,6013,21
6013,6137,18
6137,5041,1
6013,6381,19
6013,7356,33
2016,1165,52
1165,3363,29
5256,1219,52
1219,565,25
565,4473,44
4473,893,42
9055,1312,52
1312,8861,46
8861,4256,43
4256,5472,15
5472,9944,21
7822,1363,52
4726,1635,52
1635,7904,18
7904,8016,14
8016,6932,7
1070,1651,52
1329,1668,52
1668,1718,40
1718,471,15
2455,1686,52
5169,1811,52
7868,1957,52
6540,1972,52
1972,5918,22
1972,8388,47
1765,2221,52
2221,4367,37
2221,422,50
6494,2268,52
2268,3927,27
2268,295,47
295,4240,7
295,4918,42
4240,3237,49
5862,2606,52
2606,6945,51
3506,2791,52
2791,6291,15
6291,3479,6
5879,3045,52
5918,3180,52
171,3228,52
3228,9227,48
9227,9540,2
9227,6495,7
9540,9785,39
9785,9452,5
9452,617,37
617,8383,4
8383,7448,16
7448,5605,2
7448,8709,8
8709,9422,6
8383,605,24
605,7210,16
7210,9705,12
8383,2981,26
2981,2170,23
9227,2647,41
9705,9937,44
9937,3670,28
3670,8864,26
8864,8377,22
8377,271,24
271,917,33
917,2818,6
3670,1670,38
9937,6523,41
6523,6038,2
6038,3551,41
271,9178,43
9178,8837,18
917,6087,49
9540,3175,50
3670,4653,50
4653,1593,9
4653,482,33
482,3078,39
917,7977,50
7977,1661,47
3551,7224,51
7224,7902,18
7902,1316,11
1316,5243,29
7224,9865,30
661,3265,52
3265,5589,7
5589,5154,4
5154,9972,17
3328,3337,52
3337,2679,26
1740,3803,52
3803,5559,24
3803,8434,47
8434,4927,40
1455,3810,52
2899,4014,52
6392,4307,52
3273,4420,52
4420,8584,26
8584,8904,11
7789,4513,52
4513,1129,28
7381,4608,52
4608,8977,31
8977,1789,8
1789,2494,36
1789,1385,46
1385,7623,32
1385,1075,37
1075,8087,5
8087,4491,5
8977,9489,51
9489,3954,51
3954,5577,41
1329,4652,52
4652,3145,52
9562,4992,52
4992,6925,51
6730,5160,52
6906,5312,52
8083,5421,52
2413,5422,52
1393,5580,52
6171,5732,52
2477,5835,52
5835,1755,30
1755,4999,24
5149,5851,52
5851,4416,2
4219,6234,52
6234,9774,20
4640,6272,52
6272,8971,2
6272,2712,27
9037,6359,52
6359,743,23
3806,6387,52
7045,6394,52
5569,6435,52
732,6797,52
9995,6889,52
9658,7128,52
7128,8350,14
8350,798,6
798,909,21
909,3251,14
3251,4708,12
7128,7866,21
7866,3318,27
3318,8161,26
8161,5104,13
4708,7237,27
7237,5499,7
5499,3496,21
3496,4964,16
4964,5797,14
5797,3401,11
5797,1591,15
4708,2873,29
7237,2795,31
5104,8360,34
8360,2314,24
2314,6861,18
6861,1643,11
1643,8309,15
6861,1419,21
8309,32,34
32,725,7
6861,2119,34
3401,7641,42
8350,5446,43
5446,288,31
5499,5893,43
5893,2223,18
2223,5625,19
7128,454,45
454,2620,41
725,2048,49
5014,7196,52
5712,7211,52
1287,7320,52
7320,8750,32
2570,7341,52
5021,7379,52
7379,6117,41
1155,7388,52
8372,7712,52
3452,7802,52
7802,518,25
518,2609,34
2609,4134,27
4134,9432,21
2818,7979,52
51,7993,52
7993,9258,15
9258,3490,29
2699,8019,52
8019,1276,6
5526,8163,52
8163,5145,51
3239,8250,52
8092,8300,52
8300,4098,1
8300,5570,3
5570,4619,32
4619,7966,18
7966,7321,7
7966,655,45
7321,7747,51
7747,8260,44
8260,6048,1
8260,5391,5
6048,2911,36
2911,6692,12
8260,2872,51
2872,5939,23
5939,3165,15
3165,641,5
5939,5492,15
3165,7535,30
4656,8577,52
8577,6997,22
261,8598,52
8598,6781,45
2909,9317,52
2818,9323,52
9323,6089,25
9323,5037,47
5037,3972,1
2329,9329,52
9329,8466,36
3409,15,53
2278,49,53
49,8527,24
8527,6093,13
6093,3410,45
3410,2453,1
2453,2430,20
2430,9950,7
2453,7065,31
528,472,53
472,8159,32
8159,6247,5
494,671,53
671,1589,51
1589,8026,11
1589,6904,25
8026,1229,30
8026,963,37
963,6116,6
1229,3782,52
8517,720,53
720,3348,4
3348,841,10
841,7370,7
841,9881,25
9881,913,15
913,7091,33
720,2384,42
2384,9751,10
7091,7046,45
7370,1305,46
3348,3428,46
3428,1534,27
1534,8976,30
8976,2318,23
2318,3191,16
8976,4688,46
4688,1879,13
1879,7732,4
7732,9612,42
841,8246,49
8246,3730,10
7370,5558,50
913,1472,51
1472,7160,19
1472,108,31
9881,7149,52
5762,761,53
7269,824,53
824,6454,10
6454,1829,29
1829,4601,9
1829,5301,41
5301,5578,6
5578,1955,31
1955,7908,5
7908,2175,6
1955,9514,30
6454,6423,52
6423,2277,12
2277,8519,50
3980,827,53
9453,967,53
5594,1185,53
4049,1275,53
4683,1318,53
1318,8745,4
1318,2846,24
8745,7481,37
7481,1986,28
2846,3227,52
4069,1945,53
4569,1948,53
1948,5609,3
8959,2044,53
2044,883,50
1501,2272,53
599,2282,53
2282,7825,10
7825,5153,42
2661,2421,53
2881,2576,53
4339,2885,53
222,2921,53
2921,7607,34
7607,8379,10
3363,3039,53
5153,3081,53
3081,1457,34
1457,5322,13
5322,6821,26
6821,8110,10
8110,7681,30
5322,585,42
3081,4747,48
4747,4366,28
8110,912,50
912,2438,14
912,4152,36
7681,1426,52
1426,2555,26
3089,3236,53
3236,3825,4
2039,3407,53
6080,3417,53
3417,1548,19
1548,2133,6
2133,4274,34
3417,6791,38
6791,4248,3
4248,6909,15
4274,9372,47
9372,2652,21
2652,1310,29
2652,7136,33
1310,8856,33
8856,1859,50
1310,4246,52
2402,3439,53
3439,7411,47
7411,634,11
634,1018,34
1018,9980,35
1018,4212,42
6213,3614,53
2568,3620,53
3620,4131,1
3620,2227,38
4131,2337,38
2337,3556,35
7775,3728,53
3728,7042,25
3728,2024,44
2024,2165,22
2165,395,33
2024,2448,37
395,4773,44
4773,9638,11
9638,5150,14
4773,8787,32
8787,1430,25
1430,3745,27
3745,7063,8
7063,9089,31
9089,3787,20
3787,1973,9
2165,3538,49
3538,3562,28
262,4120,53
4120,3023,28
3023,2852,5
4120,6792,33
6792,4066,4
4066,6433,15
6433,7644,6
3573,4284,53
8379,4559,53
4559,1143,24
1143,4658,27
8802,4572,53
3695,4584,53
4584,5630,48
8399,4662,53
4662,4565,29
3257,4880,53
4880,218,24
218,6918,15
6918,8826,22
8826,5247,20
6918,882,33
218,3866,43
3866,2809,5
3866,8747,16
8747,7799,22
3866,217,27
7799,2692,37
2692,2813,15
2692,1474,21
1474,7173,32
7173,6022,26
1474,7495,39
7495,3788,1
8826,7826,44
7826,3897,6
3897,6616,46
7417,4913,53
4913,6998,13
4913,1510,51
1510,3266,5
3266,600,40
2688,4942,53
9017,5003,53
5003,8328,8
8328,343,25
343,3956,37
2481,5116,53
5116,13,6
7714,5294,53
5294,2662,45
2662,9122,11
9122,7582,7
7582,4906,29
9122,1464,45
1464,9903,34
1464,8359,36
8359,2901,2
8359,3824,8
3824,3779,20
3824,9474,41
9474,1855,10
2901,836,49
836,4663,13
4997,5745,53
5835,6122,53
6122,9559,10
6122,1300,18
9559,7808,20
1300,3595,26
7808,7182,44
7182,3398,30
3398,2309,14
2309,5864,48
3595,2802,50
2802,365,24
2802,6880,48
4657,6183,53
7612,6350,53
6350,5857,35
5857,8441,22
8441,9647,34
5857,6739,38
6739,8278,38
9647,9848,48
9848,2810,30
2810,4439,47
4439,5245,24
5245,5049,22
5049,9311,1
9311,8490,19
5049,5232,32
5232,3205,25
5049,2020,40
2020,1576,10
5049,4678,44
4678,7033,6
